"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03137V03789","Type of Cattle","C02196V04140","Region and County","UNIT","VALUE"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE042","West","000 Head","65.2"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE04225","Galway","000 Head","30"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE04229","Mayo","000 Head","19.4"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE04230","Roscommon","000 Head","15.8"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05","Southern","000 Head","163.4"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE051","Mid-West","000 Head","64.1"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05116","Clare","000 Head","15.3"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05118","Limerick","000 Head","20.1"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05122","Tipperary","000 Head","28.7"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE052","South-East","000 Head","42.7"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05201","Carlow","000 Head","5.4"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05207","Kilkenny","000 Head","13.8"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05214","Wexford","000 Head","13.7"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05225","Waterford","000 Head","9.8"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE053","South-West","000 Head","56.6"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05316","Cork","000 Head","40.8"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE05319","Kerry","000 Head","15.8"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06","Eastern and Midland","000 Head","105.3"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE061","Dublin","000 Head","2.4"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06106","Dublin and Mid-East","000 Head","49.6"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06206","Kildare","000 Head","8.9"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06210","Louth","000 Head","7.1"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06211","Meath","000 Head","24.3"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06215","Wicklow","000 Head","6.9"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE063","Midland","000 Head","55.7"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06308","Laois","000 Head","13.5"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06309","Longford","000 Head","7.4"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06312","Offaly","000 Head","16.6"
"AAA10","Number of Cattle in June","2015","2015","07","Cattle female: 2 years and over","IE06313","Westmeath","000 Head","18.1"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","-","State","000 Head","1692.3"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04","Northern and Western","000 Head","399.6"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE041","Border","000 Head","182.7"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04128","Leitrim","000 Head","9.1"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04131","Sligo","000 Head","23.9"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04132","Cavan","000 Head","49.2"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04133","Donegal","000 Head","47.4"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04134","Monaghan","000 Head","53.1"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE042","West","000 Head","216.8"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04225","Galway","000 Head","104.5"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04229","Mayo","000 Head","60.9"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE04230","Roscommon","000 Head","51.4"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05","Southern","000 Head","890.2"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE051","Mid-West","000 Head","323.2"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05116","Clare","000 Head","57.6"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05118","Limerick","000 Head","92.7"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05122","Tipperary","000 Head","172.9"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE052","South-East","000 Head","260.3"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05201","Carlow","000 Head","27.1"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05207","Kilkenny","000 Head","95.4"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05214","Wexford","000 Head","76.2"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05225","Waterford","000 Head","61.6"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE053","South-West","000 Head","306.6"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05316","Cork","000 Head","242.6"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE05319","Kerry","000 Head","64"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06","Eastern and Midland","000 Head","402.6"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE061","Dublin","000 Head","5.8"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06106","Dublin and Mid-East","000 Head","179.4"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06206","Kildare","000 Head","39.6"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06210","Louth","000 Head","22.3"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06211","Meath","000 Head","83.5"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06215","Wicklow","000 Head","28.3"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE063","Midland","000 Head","223.2"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06308","Laois","000 Head","68"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06309","Longford","000 Head","28.3"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06312","Offaly","000 Head","69.9"
"AAA10","Number of Cattle in June","2015","2015","08","Cattle: 1-2 years","IE06313","Westmeath","000 Head","57"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","-","State","000 Head","776.8"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04","Northern and Western","000 Head","179.5"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE041","Border","000 Head","81.1"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04128","Leitrim","000 Head","2.8"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04131","Sligo","000 Head","10.1"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04132","Cavan","000 Head","19.4"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04133","Donegal","000 Head","24.6"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04134","Monaghan","000 Head","24.1"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE042","West","000 Head","98.3"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04225","Galway","000 Head","48.1"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04229","Mayo","000 Head","26.3"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE04230","Roscommon","000 Head","24"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05","Southern","000 Head","405.9"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE051","Mid-West","000 Head","155.7"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05116","Clare","000 Head","26.9"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05118","Limerick","000 Head","42.3"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05122","Tipperary","000 Head","86.5"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE052","South-East","000 Head","125.1"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05201","Carlow","000 Head","13"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05207","Kilkenny","000 Head","49.3"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05214","Wexford","000 Head","35.4"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05225","Waterford","000 Head","27.4"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE053","South-West","000 Head","125.1"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05316","Cork","000 Head","102.6"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE05319","Kerry","000 Head","22.5"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06","Eastern and Midland","000 Head","191.5"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE061","Dublin","000 Head","2.3"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06106","Dublin and Mid-East","000 Head","84.2"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06206","Kildare","000 Head","20.6"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06210","Louth","000 Head","9.7"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06211","Meath","000 Head","40"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06215","Wicklow","000 Head","11.6"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE063","Midland","000 Head","107.3"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06308","Laois","000 Head","36.2"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06309","Longford","000 Head","13.6"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06312","Offaly","000 Head","32.7"
"AAA10","Number of Cattle in June","2015","2015","09","Cattle male: 1-2 years","IE06313","Westmeath","000 Head","24.8"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","-","State","000 Head","915.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04","Northern and Western","000 Head","220.1"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE041","Border","000 Head","101.6"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04128","Leitrim","000 Head","6.2"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04131","Sligo","000 Head","13.7"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04132","Cavan","000 Head","29.8"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04133","Donegal","000 Head","22.8"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04134","Monaghan","000 Head","29"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE042","West","000 Head","118.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04225","Galway","000 Head","56.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04229","Mayo","000 Head","34.6"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE04230","Roscommon","000 Head","27.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05","Southern","000 Head","484.3"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE051","Mid-West","000 Head","167.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05116","Clare","000 Head","30.7"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05118","Limerick","000 Head","50.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05122","Tipperary","000 Head","86.4"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE052","South-East","000 Head","135.2"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05201","Carlow","000 Head","14.2"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05207","Kilkenny","000 Head","46.1"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05214","Wexford","000 Head","40.8"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05225","Waterford","000 Head","34.2"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE053","South-West","000 Head","181.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05316","Cork","000 Head","140"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE05319","Kerry","000 Head","41.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE06","Eastern and Midland","000 Head","211.1"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE061","Dublin","000 Head","3.5"
"AAA10","Number of Cattle in June","2015","2015","10","Cattle female: 1-2 years","IE06106","Dublin and Mid-East","000 Head","95.2"
